#,File,Function,Line,R1: Opus 4.6,R1: Codex (gpt-5-codex),R1: Gemini 3.1 Pro Preview,R1 Consensus,R2 Verified Grade,R2 Verdict,R3 Grade,R3 Agrees With,R4 Grade,R4 Agrees With,FINAL GRADE,Dispute Reason,Evidence,AAA Equivalent,Strength,Weakness,Upgrade,Severity,R5 Opus 4.7 Grade,R5 Agrees With,R5 Notes,R6 Opus 4.7 wave-2 Grade,R6 Agrees With,R6 Notes,R7 MCP Verdict,R8 Deep Dive Verdict,R9 Phase7-14 Consensus,R10 GPT-5.5 AAA Regrade,R10 Verification Status,R10 Notes
1151,terrain_mask_cache.py,MaskCache.__contains__,85,—,—,—,—,—,—,—,—,—,—,A,,What it does: Forwards to OrderedDict.__contains__.,, Forwards to `OrderedDict.__contains__`.," None — but this does NOT count as a hit/miss (intentional, since membership tests should be free).",,,—,—,—,A,NEW,,,,,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
1158,terrain_materials_v2.py,MaterialRuleSet.__post_init__,84,—,—,—,—,—,—,—,—,—,—,A,,What it does: Validate channel_id uniqueness and that default_channel_id is present in channels. Raises with both diagnostics., Standard fail-fast invariant., Validate channel_id uniqueness and that `default_channel_id` is present in `channels`. Raises with both diagnostics., None.; S10-RESEARCH: Add structural terrain-type labeling (stamp not classify) (BUG-S10-002); add Brucks height-blend formula (Phase 10.1); add macro color multiply (BUG-S10-008); add SDF-based road edge blending (BUG-S10-009),,,—,—,—,A,NEW,,,,,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
1172,terrain_semantics.py,WorldHeightTransform.__post_init__,83,—,—,—,—,—,—,—,—,—,—,A,,What it does: Compute world_range = max - min; guard against zero-range degeneration by substituting 1.0; coerce min/max to float. Critical for the scatter-altitude bug fix (per the docstring)., Houdini's `pcxform` normalizer; UE5 `FFloatRange::Size()`., Compute `world_range = max - min`; guard against zero-range degeneration by substituting 1.0; coerce min/max to float. Critical for the scatter-altitude bug fix (per the docstring)., None — the zero-range guard is exactly the right defense.,,,—,—,—,A,NEW,,,,A-|2026-04-19: upgraded - epsilon guard instead of rng!=0.0; correct degenerate-range handling.,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
1175,terrain_semantics.py,BBox.__post_init__,117,—,—,—,—,—,—,—,—,—,—,A,,What it does: Reject inverted bboxes (max < min) with a clear error showing both corners., Standard AABB invariant., Reject inverted bboxes (`max < min`) with a clear error showing both corners.," None — though it accepts max == min (a zero-volume box), which is intentional for point-bbox use.",,,—,—,—,A,NEW,,,,A-|2026-04-19: raises ValueError on inverted box (max < min).,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
1183,terrain_semantics.py,TerrainMaskStack.__post_init__,399,—,—,—,—,—,—,—,—,—,—,A,,"What it does: Validate height channel is present + 2D; auto-populate populated_by_pass['height']; auto-fill height_min_m/max_m if not provided; reject invalid coordinate_system; enforce the Addendum 2.A.1 tile resolution contract that square tiles match (tile_size+1, tile_size+1) (new) or (tile_s...", Unity HDRP terrain expects N+1 vertices per N tiles for shared-edge continuity (RDR2 / Horizon FW use the same)., Validate `height` channel is present + 2D; auto-populate `populated_by_pass['height']`; auto-fill `height_min_m/max_m` if not provided; reject invalid `coordinate_system`; enforce the Addendum 2.A.1 ," None — this is exactly the right contract. The legacy (N,N) acceptance is necessary for backward compat with pre-Bundle-G fixtures.",,,—,—,—,A,NEW,,,,"A-|2026-04-19: validates height 2D, auto-populates height_min/max_m, coordinate_system whitelist, tile-resolution contract.",C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
1193,terrain_stratigraphy.py,StratigraphyLayer.__post_init__,55,—,—,—,—,—,—,—,—,—,—,A,,What it does: Validate 0 ≤ hardness ≤ 1 and thickness_m > 0.,, Validate `0 ≤ hardness ≤ 1` and `thickness_m > 0`.," None — does NOT validate `dip_rad ∈ [0, π/2]` (the math accepts any angle and produces a valid normal regardless), so this is a deliberate non-check.",,,—,—,—,A,NEW,,,,,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
1206,vegetation_lsystem.py,_TurtleState.__init__,186,—,—,—,—,—,—,—,—,—,—,A,,"What it does: Initialize position (0,0,0), direction (+Z), right (+X), radius 1.0, depth 0. Uses __slots__ for memory efficiency (the L-system can have thousands of state copies during interpretation).", Standard turtle graphics state per Prusinkiewicz & Lindenmayer's Algorithmic Beauty of Plants.," Initialize position (0,0,0), direction (+Z), right (+X), radius 1.0, depth 0. Uses `__slots__` for memory efficiency (the L-system can have thousands of state copies during interpretation).", None — the `__slots__` use is the SpeedTree memory pattern.,,,—,—,—,A,NEW,,,,"A|2026-04-19: Initializes 3-axis Frenet frame: pos=(0,0,0), heading=+Z, right=+X.",C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
1208,vegetation_lsystem.py,BranchSegment.__init__,226,—,—,—,—,—,—,—,—,—,—,A,,"What it does: Initialize a branch segment with start/end positions, start/end radii, depth, is_tip, parent_index. Uses __slots__.", Same — SpeedTree's `BranchSegment` has the same fields plus a few wind/curvature scalars.," Initialize a branch segment with start/end positions, start/end radii, depth, is_tip, parent_index. Uses `__slots__`."," None — the seven core fields here are the right minimum. SpeedTree adds `wind_weight`, `curvature_x/y` for runtime wind animation; for our use the wind colors are baked separately by `bake_wind_vertex_colors` (A3-graded A-).",,,—,—,—,A,NEW,,,,A|2026-04-19: Assigns all 7 fields; __slots__ enforced.,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
1225,terrain_blender_safety.py,get_retired_model_provider_import_log,375,—,—,—,—,—,—,—,—,—,—,A,,"My: A. Test helpers, defensive copy on read, clear on write. Correct.",,,,,,—,—,—,A,NEW,,,,A|2026-04-19: defensive copy of mutable log list.,B-,TEST_ONLY_OR_UNWIRED|RETIRED_MODEL_PROVIDER_DEFERRED,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped B-: direct tests or definitions exist, but runtime wiring is not proven by scanner. retired model provider work intentionally deferred to the separate Claude/retired model provider pass requested by the user."
1226,terrain_addon_health.py,AddonVersionMismatch / AddonNotLoaded / StaleAddon,9,—,—,—,—,—,—,—,—,—,—,A,,My: A. Sentinel exceptions. Correct.,,,,,,—,—,—,A,NEW,,,,,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
1241,terrain_stochastic_shader.py,_bilinear,104,—,—,—,—,—,—,—,—,—,—,A-,,Prior grade: ungraded by CSV (inner func), Standard bilinear sampling.,, None functional. Memory note in BUG-GAP-SS-46 above.,,,—,—,—,A-,NEW,,,,,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST."
1256,terrain_checkpoints.py,wrapped_run_pass,581,—,—,—,—,—,—,—,—,—,—,B-,,Prior: N/A,,,,,polish,—,—,—,B-,NEW,,,D|BUG-R8-A12-024: cache key is pass_name only — ignores input channel hash; stale cache on parameter change,,C+,ORPHAN_CANDIDATE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: no proven non-test/runtime caller in wiring audit."
1285,_terrain_noise.py,__init__,228,—,—,—,—,—,—,—,—,—,—,A,,"What it does: stores seed, builds perm table.",,"stores seed, builds perm table.",none.,,,—,—,—,A,NEW,,,,"A|2026-04-19: _OpenSimplexWrapper.__init__ - real opensimplex instantiated, capability flags cached.",C+,NO_WIRING_ROW,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set."
1332,terrain_features.py,_rot_xy,1180,—,—,—,—,—,—,—,—,—,—,A-,,Prior: not graded, Standard 2D rotation matrix.," 2D Z-axis rotation of a 3-tuple, preserving Z."," None — clean, correctly handles `len(p)==2` fallback."," Could lift to module level for reuse, but trivial.",,—,—,—,A-,NEW,,,,,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy."
1357,terrain_baked.py,BakedTerrain,,—,—,—,—,—,—,—,—,—,—,A,,Prior: A, Houdini bakes its terrain layers into a `HeightField Volume`; Unity/UE5 bake to a `Texture2D` heightmap. Both have one artifact format consumed by every downstream system. Ours is two (mask stack + B,,(severity HIGH — wiring):,,,—,—,—,A,NEW,,,,A|2026-04-19: strict 2D shape+dtype validation in __post_init__; all mask shapes verified; batch sampling APIs vectorized.,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
1358,terrain_baked.py,_world_to_grid,100,—,—,—,—,—,—,—,—,—,—,A,,Prior: A,,,(severity LOW):, Configurable boundary mode (`'clamp' | 'nan' | 'wrap'`); remove or warn-on legacy fallback.,,—,—,—,A-,NEW,,,,A|2026-04-23 Phase-D: canonical Z-up world-to-grid transform with clamped output; default boundary mode is correct for terrain baking; grade A- -> A (no code change required); A-|2026-04-19: Z-up convention correct; legacy world_origin_z fallback; clamped; no configurable boundary mode.,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
1359,terrain_baked.py,_bilinear,125,—,—,—,—,—,—,—,—,—,—,A,,Prior: A,,, None.,,,—,—,—,A,NEW,,,,A|2026-04-19: correct bilinear interp with r0 clamped to rows-2 guard; handles edge cells.,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
1360,terrain_baked.py,sample_height,140,—,—,—,—,—,—,—,—,—,—,A,,Prior: A,,,,,,—,—,—,A,NEW,,,,A|2026-04-19: delegates to _world_to_grid+_bilinear; batch variant sample_height_batch fully vectorized.,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
